threads,records,written mb,avg record size bytes,total sec,mean millis,ops/sec,p0.5 millis,p0.75 millis,p0.99 millis,p0.999 millis,p0.9999 millis,comment
1,5000000,2500000,512,16.0,0.001,313087,0.001,0.001,0.002,0.026,0.043
4,5000000,2500000,512,10.3,0.003,484355,0.002,0.003,0.019,0.033,0.063
8,5000000,2500000,512,9.4,0.005,533560,0.004,0.004,0.010,0.026,0.039
16,5000000,2500000,512,12.0,0.007,418235,0.005,0.006,0.016,0.026,0.041
32,5000000,2500000,512,12.8,0.007,390381,0.005,0.006,0.017,0.031,0.053
50,5000000,2500000,512,13.1,0.007,381562,0.005,0.006,0.018,0.035,0.074
100,5000000,2500000,512,13.0,0.007,384408,0.005,0.006,0.016,0.033,0.557
160,5000000,2500000,512,12.7,0.006,394228,0.005,0.006,0.013,0.024,0.041
200,5000000,2500000,512,12.8,0.006,390320,0.004,0.005,0.012,0.024,0.039
