threads,records,written mb,avg record size bytes,total sec,mean millis,ops/sec,p0.5 millis,p0.75 millis,p0.99 millis,p0.999 millis,p0.9999 millis,comment
1,1000000,500000,512,4.1,0.001,245579,0.001,0.002,0.004,0.019,0.041
4,1000000,500000,512,2.9,0.004,341296,0.003,0.003,0.024,0.039,0.139
8,1000000,500000,512,2.8,0.007,357142,0.004,0.006,0.029,0.063,0.127
16,1000000,500000,512,2.7,0.005,372578,0.004,0.005,0.026,0.033,0.070
32,1000000,500000,512,2.5,0.005,401445,0.004,0.005,0.022,0.031,0.061
50,1000000,500000,512,2.4,0.005,408329,0.004,0.005,0.022,0.039,0.078
100,1000000,500000,512,2.4,0.005,424268,0.004,0.005,0.024,0.031,0.059
160,1000000,500000,512,2.5,0.005,397140,0.004,0.004,0.014,0.028,0.047
200,1000000,500000,512,2.5,0.005,406669,0.003,0.004,0.013,0.027,0.039
